,saleprice,id,lot_area,overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,total_bsmt_sf,heating_qc,central_air,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_area,misc_val,total_sf,finished_outside,lot_shape_reg,baths,pool,mo_sold,yr_sold,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl
975,129500,1596,2665,5,7,1976,3,3,4.0,3.0,550.0,3,1,1475,4,1,3,6,7,1,336.0,0,2025.0,118,1,2.0,1,5,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
976,318000,264,10389,8,5,2003,4,3,4.0,3.0,1978.0,5,1,1978,3,1,4,8,7,1,850.0,0,3956.0,213,1,3.5,1,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
977,255900,451,9658,8,5,2006,4,3,4.0,3.0,1598.0,4,1,1606,3,1,4,6,7,1,871.0,0,3204.0,290,0,2.0,1,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,143500,536,7500,6,5,2004,3,3,4.0,3.0,1158.0,5,1,1158,3,1,4,5,7,0,0.0,0,2316.0,50,1,1.5,1,8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
979,259000,43,14122,8,5,2006,4,3,5.0,3.0,1822.0,5,1,1822,3,1,5,8,7,1,678.0,0,3644.0,119,0,2.0,1,2,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
980,217000,2223,21000,6,5,1953,3,4,4.0,3.0,1809.0,3,1,2259,3,1,4,7,7,2,450.0,0,4068.0,478,1,3.0,1,10,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
981,210000,2009,8737,6,7,1950,3,3,4.0,3.0,1065.0,5,1,1635,3,1,3,6,7,1,440.0,0,2700.0,182,0,1.5,1,5,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,148500,394,8750,5,6,1970,3,3,3.0,3.0,1002.0,3,1,1002,3,1,3,5,7,0,902.0,0,2004.0,0,0,2.0,1,8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
983,156932,1738,8499,6,5,2007,3,3,4.0,3.0,616.0,5,1,1412,3,1,4,6,7,1,432.0,0,2028.0,36,0,2.5,1,3,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
984,145000,1196,11072,5,5,1965,3,3,3.0,3.0,1728.0,3,1,1728,6,2,3,10,7,0,576.0,0,3456.0,0,0,2.0,1,11,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
985,200000,828,6762,7,5,2007,4,3,4.0,3.0,1282.0,5,1,1290,2,1,4,6,7,1,662.0,0,2572.0,168,1,3.0,1,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
986,450000,1694,15431,10,5,2006,5,3,5.0,3.0,1994.0,5,1,2046,2,1,5,7,7,2,878.0,0,4040.0,428,1,3.5,1,8,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
987,172500,571,3230,6,5,1999,3,3,4.0,3.0,729.0,4,1,1471,3,1,3,6,7,0,440.0,0,2200.0,24,1,2.5,1,3,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
988,240000,1192,10800,6,7,1997,3,3,3.0,3.0,1522.0,3,1,2614,4,1,3,9,7,1,624.0,0,4136.0,281,1,2.5,1,6,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
989,340000,1806,11143,8,5,2005,4,3,4.0,3.0,1580.0,5,1,2466,4,1,4,8,7,1,610.0,0,4046.0,373,0,3.0,1,12,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
990,201000,962,8925,8,5,2007,4,3,4.0,3.0,1466.0,5,1,1466,3,1,4,7,7,0,610.0,0,2932.0,118,0,2.0,1,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
991,122000,2142,10356,5,6,1975,3,3,3.0,3.0,969.0,3,1,969,3,1,3,5,7,0,440.0,0,1938.0,0,1,1.5,1,1,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
992,213000,1648,12299,7,6,1985,3,3,4.0,3.0,1529.0,3,1,1664,3,1,4,7,7,1,663.0,0,3193.0,0,1,3.0,1,9,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
993,175000,618,9900,6,5,1967,4,3,3.0,3.0,1680.0,3,1,1691,2,1,3,5,7,0,550.0,0,3371.0,327,1,2.0,1,4,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
994,195400,2108,6762,7,5,2007,4,3,4.0,3.0,1208.0,5,1,1208,2,1,4,6,7,0,628.0,0,2416.0,159,1,3.0,1,9,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
995,113500,772,11625,5,6,1967,3,3,3.0,3.0,1052.0,3,1,1052,3,1,3,6,7,1,668.0,0,2104.0,215,1,1.5,1,4,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
996,140200,2672,6435,6,5,1950,3,3,3.0,3.0,972.0,4,1,1577,3,1,2,6,7,1,312.0,0,2549.0,0,1,1.0,1,10,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,116000,2492,8450,5,6,1968,3,3,3.0,3.0,882.0,3,1,909,3,1,3,5,7,0,294.0,0,1791.0,155,1,1.0,1,11,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
998,359900,2903,11577,9,5,2006,5,3,4.0,3.0,1838.0,5,1,1838,3,1,5,9,7,1,682.0,0,3676.0,386,1,3.0,1,9,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
999,157500,2783,8340,6,6,1977,3,3,4.0,3.0,675.0,3,1,1388,3,1,3,6,7,0,317.0,0,2063.0,442,0,1.5,1,12,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1000,190000,786,10708,5,5,1993,4,3,3.0,3.0,1617.0,5,1,1867,2,1,3,7,7,3,303.0,0,3484.0,618,0,2.0,1,11,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1001,100000,740,6911,5,5,1950,3,3,3.0,3.0,1145.0,3,1,1301,2,1,2,5,6,0,440.0,0,2446.0,0,1,1.0,1,10,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1002,160000,2546,8800,6,6,1964,3,3,3.0,3.0,1251.0,3,1,1251,3,1,3,6,7,2,461.0,700,2502.0,116,1,2.0,1,3,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1003,203000,851,10739,7,5,2001,4,3,4.0,3.0,1431.0,5,1,1444,3,1,4,6,7,0,577.0,0,2875.0,184,0,3.0,1,4,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1004,302000,1833,9572,8,5,1990,4,3,5.0,3.0,1453.0,5,1,2810,4,1,4,9,7,1,750.0,0,4263.0,500,0,2.5,1,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,143000,76,8012,6,5,1980,3,3,4.0,3.0,923.0,3,1,923,2,1,3,5,7,1,264.0,0,1846.0,80,1,2.0,1,5,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1006,267000,2151,16226,8,5,1999,4,3,4.0,3.0,1028.0,5,1,2452,4,1,4,9,7,1,683.0,0,3480.0,258,0,2.5,1,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1007,103000,1880,10899,4,5,1964,3,3,,,0.0,3,0,1224,2,2,3,8,7,0,530.0,0,1224.0,0,0,2.0,1,4,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1008,153500,2907,4500,6,5,1998,3,4,5.0,4.0,1237.0,5,1,1337,2,1,3,5,7,0,405.0,0,2574.0,199,1,3.0,1,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1009,171000,1831,16647,5,5,1981,3,3,4.0,3.0,1390.0,3,1,1701,3,1,3,6,5,2,611.0,0,3091.0,0,0,3.0,1,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1010,107000,2836,8707,4,5,1950,3,3,3.0,3.0,1093.0,3,0,1669,4,1,3,9,5,0,288.0,0,2762.0,56,1,1.5,1,5,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,128500,1955,8300,6,6,1968,3,3,3.0,3.0,952.0,4,1,952,3,1,3,5,7,0,288.0,0,1904.0,0,0,2.0,1,8,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1012,116000,1926,9770,5,5,1957,3,3,3.0,3.0,922.0,3,1,922,2,1,3,5,7,0,308.0,0,1844.0,34,1,2.0,1,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1013,160000,2924,17400,5,5,1977,3,3,3.0,3.0,1126.0,2,1,1126,3,1,3,5,7,1,484.0,0,2252.0,336,1,3.0,1,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1014,180000,1003,5070,8,5,1992,4,3,4.0,3.0,1280.0,5,1,1280,2,1,4,5,7,0,506.0,0,2560.0,226,0,2.0,1,8,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1015,133000,1667,7920,5,5,2002,3,3,3.0,3.0,914.0,5,1,914,3,1,5,5,7,0,368.0,0,1828.0,120,1,1.0,1,10,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1016,215000,2905,7020,7,5,1997,3,4,4.0,3.0,1288.0,4,1,1368,2,2,3,8,7,0,784.0,0,2656.0,48,1,4.0,1,11,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1017,177500,921,7500,6,7,1950,3,3,3.0,3.0,771.0,2,1,1494,3,1,4,7,7,2,213.0,0,2265.0,224,0,1.0,1,11,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1018,215000,1780,10612,8,5,2006,4,3,4.0,3.0,1524.0,4,1,1534,3,1,4,7,7,1,484.0,0,3058.0,214,1,2.0,1,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1019,150000,746,6120,5,6,1950,3,3,3.0,2.0,952.0,3,1,1582,3,1,3,6,7,1,250.0,0,2534.0,373,1,2.0,1,2,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,320000,254,12376,7,5,1990,3,3,4.0,3.0,1673.0,4,1,3222,5,1,4,11,7,2,594.0,0,4895.0,367,1,4.0,1,5,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021,167000,606,10004,6,6,1964,3,3,3.0,3.0,1516.0,3,1,1516,3,1,3,6,7,0,472.0,0,3032.0,152,1,1.5,1,2,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022,125000,2703,8250,5,7,1950,3,3,,,0.0,3,0,1032,2,1,3,6,7,1,260.0,0,1032.0,121,1,1.0,1,6,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1023,65000,1306,12205,3,1,1992,3,3,2.0,2.0,448.0,4,1,1588,5,1,3,6,2,0,0.0,0,2036.0,0,1,2.0,1,12,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1024,200141,2102,11175,7,5,2007,4,3,4.0,3.0,1316.0,5,1,1316,3,1,4,6,7,1,440.0,0,2632.0,20,0,2.0,1,10,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1025,235876,1784,9965,7,5,2007,4,3,4.0,3.0,1528.0,5,1,1528,3,1,4,6,7,1,480.0,0,3056.0,228,1,4.0,1,9,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1026,123000,941,8660,5,6,1993,3,3,3.0,3.0,760.0,5,0,2168,5,1,4,11,7,0,576.0,0,2928.0,705,1,2.0,1,12,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1027,137500,2699,12375,5,5,1951,3,2,3.0,3.0,806.0,3,1,1422,3,1,3,7,7,1,288.0,0,2228.0,0,1,2.0,1,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,123600,2127,8070,4,5,1995,3,3,4.0,3.0,990.0,5,1,990,3,1,3,5,7,0,0.0,0,1980.0,0,1,2.0,1,8,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1029,160000,2607,8658,6,5,1965,3,3,3.0,3.0,1088.0,5,1,1324,3,1,3,6,7,1,440.0,0,2412.0,138,1,2.0,1,12,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1030,181000,1754,8063,6,5,2000,3,3,4.0,3.0,924.0,5,1,1690,3,1,3,7,7,1,463.0,0,2614.0,148,1,2.5,1,11,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1031,125000,1367,8235,5,7,1995,3,4,3.0,3.0,825.0,3,1,825,2,1,3,4,7,0,720.0,0,1650.0,190,0,2.0,1,6,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1032,154000,580,11700,6,6,1968,3,3,3.0,3.0,727.0,5,1,1556,4,1,3,8,7,0,441.0,0,2283.0,0,1,1.5,1,5,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1033,231000,341,12961,6,5,1994,4,4,4.0,3.0,1152.0,5,1,1797,3,1,4,7,7,1,616.0,0,2949.0,474,1,3.5,1,3,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1034,142000,26,8450,5,6,1968,3,3,3.0,3.0,1056.0,5,1,1056,3,1,3,6,7,1,304.0,0,2112.0,269,1,2.0,1,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1035,475000,2667,22950,10,9,1993,4,4,3.0,3.0,1107.0,5,1,3608,4,1,5,12,7,2,840.0,0,4715.0,670,0,2.5,1,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1036,375000,2884,5748,8,5,2006,4,3,5.0,3.0,1573.0,5,1,1778,2,1,5,5,7,1,495.0,0,3351.0,329,0,4.0,1,2,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1037,115000,28,10500,4,5,1971,3,3,3.0,3.0,864.0,3,1,864,3,1,3,5,7,1,0.0,0,1728.0,0,1,1.0,1,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1038,185000,531,7500,7,5,2005,4,3,4.0,3.0,1221.0,5,1,1221,2,1,4,6,7,0,400.0,0,2442.0,113,1,3.0,1,10,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1039,108500,2189,10042,6,8,1995,3,3,3.0,3.0,660.0,3,1,865,2,1,3,4,7,1,216.0,0,1525.0,84,1,2.0,1,8,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,147400,2508,2544,7,5,2005,4,3,4.0,3.0,600.0,5,1,1223,2,1,4,4,7,0,480.0,0,1823.0,166,1,2.5,1,7,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1041,156000,573,3768,7,5,1999,4,3,4.0,3.0,691.0,5,1,1452,3,1,4,6,7,0,506.0,0,2143.0,34,1,3.5,1,9,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
